Family	Genus	Species	matched_name	taxon.name	taxon.ott_id	taxon.synonyms	NCBITaxonomy
ochnaceae	Cespedesia	cespedesia macrophylla	Cespedesia macrophylla	Cespedesia spathulata	162676.0	['Cespedesia amazonica', 'Cespedesia bonplandii', 'Cespedesia brasiliana', 'Cespedesia macrophylla', 'Cespedesia repanda', 'Cespedesia repanda (Bonpl. ex Kunth) Tiegh.', 'Cespedesia scandens', 'Cespedesia sprucei', 'Elvasia spathulata', 'Fournieria scandens', 'Godoya repanda', 'Godoya scandens', 'Godoya spathulata']	179739|Cespedesia spathulata
urticaceae	Phenax	phenax angustifolius	Phenax angustifolius	Phenax angustifolius	6111828.0	['Boehmeria angustifolia', 'Phenax ulei', 'Procris longifolia']	
cyperaceae	Rhynchospora	rhynchospora polyphylla	Rhynchospora polyphylla	Rhynchospora polyphylla	896029.0	['Dichromena contracta', 'Dichromena polyphylla', 'Haloschoenus contractus', 'Haloschoenus pygmaeus', 'Haloschoenus pygmaeus publ', 'Haloschoenus rigidus', 'Juncus parviflorus', 'Mitrospora polyphylla', 'Mitrospora wageneriana', 'Psilocarya teneriffae', 'Rhynchospora adulta', 'Rhynchospora contracta', 'Rhynchospora costaricensis', 'Rhynchospora ferruginea', 'Rhynchospora ferruginea publ', 'Rhynchospora micrantha contracta', 'Rhynchospora minutiflora', 'Rhynchospora minutiflora publ', 'Rhynchospora paniculata', 'Rhynchospora parviflora publ', 'Rhynchospora polycephala', 'Rhynchospora polycephala publ', 'Rhynchospora polyphylla brunnescens', 'Rhynchospora polyphylla contracta', 'Rhynchospora polyphylla longispiculosa', 'Rhynchospora polyphylla publ', 'Rhynchospora pyramidata', 'Rhynchospora rigida', 'Rhynchospora sparsa', 'Rhynchospora wageneriana', 'Schoenus polyphyllus', 'Schoenus teneriffae', 'Schoenus teneriffae publ', 'Scleria cincta', 'Scleria micrantha', 'Scleria minutiflora', 'Scleria minutiflora publ', 'Zosterospermon gracile']	1129529|Rhynchospora polyphylla
fabaceae/pap.	Machaerium	machaerium biovulatum	Machaerium biovulatum	Machaerium biovulatum	886286.0	['Machaerium langlassei', 'Machaerium lilacinum', 'Machaerium robiniifolium', 'Machaerium robiniifolium ampliata', 'Nissolia robiniifolia']	1136844|Machaerium biovulatum
poaceae	Hyparrhenia	hyparrhenia rufa	Hyparrhenia rufa	Hyparrhenia rufa	754587.0	['Andropogon altissimus', 'Andropogon rufus', 'Cymbopogon rufus', 'Sorghum rufum', 'Trachypogon rufus']	167342|Hyparrhenia rufa
poaceae	Arthraxon	arthraxon hispidus	Arthraxon hispidus	Arthraxon hispidus	662170.0	['Alectoridia quartiniana', 'Andropogon alectoridia', 'Andropogon amplexifolius', 'Andropogon ciliaris', 'Andropogon lasiocoleus', 'Andropogon micans', 'Andropogon plumbeus', 'Andropogon violaceus', 'Arthraxon caucasicus', 'Arthraxon centrasiaticus', 'Arthraxon ciliare coloratus', 'Arthraxon ciliare cryptatherus', 'Arthraxon ciliare gracilis', 'Arthraxon ciliare langsdorffii', 'Arthraxon ciliare nudus', 'Arthraxon ciliare quartinianus', 'Arthraxon ciliare submuticus', 'Arthraxon ciliare vriesii', 'Arthraxon ciliaris', 'Arthraxon ciliaris australis', 'Arthraxon ciliaris centrasiaticus', 'Arthraxon ciliaris coloratus', 'Arthraxon ciliaris cryptatherus', 'Arthraxon ciliaris genuinus', 'Arthraxon ciliaris glabrescens', 'Arthraxon ciliaris gracilis', 'Arthraxon ciliaris hookeri', 'Arthraxon ciliaris langsdorffii', 'Arthraxon ciliaris quartinianus', 'Arthraxon ciliaris quintinianus', 'Arthraxon ciliaris submuticus', 'Arthraxon ciliaris tenellus', 'Arthraxon ciliaris vriesii', 'Arthraxon coloratus', 'Arthraxon cryptatherus', 'Arthraxon cryptatherus centrasiaticus', 'Arthraxon cryptatherus ciliaris', 'Arthraxon cryptatherus submuticus', 'Arthraxon cuspidatus micans', 'Arthraxon glabrescens', 'Arthraxon gracilis', 'Arthraxon hispidus brevisetus', 'Arthraxon hispidus caucasicus', 'Arthraxon hispidus centrasiaticus', 'Arthraxon hispidus ciliaris', 'Arthraxon hispidus cryptatherus', 'Arthraxon hispidus formosanus', 'Arthraxon hispidus hispidissimus', 'Arthraxon hispidus hookeri', 'Arthraxon hispidus japonicus', 'Arthraxon hispidus kobuna', 'Arthraxon hispidus langsdorffii', 'Arthraxon hispidus macranthus', 'Arthraxon hispidus microphyllus', 'Arthraxon hispidus monticola', 'Arthraxon hispidus muticus', 'Arthraxon hispidus quartinianus', 'Arthraxon hispidus riukiuensis', 'Arthraxon hispidus vriesii', 'Arthraxon hookeri', 'Arthraxon japonicus', 'Arthraxon kobuna', 'Arthraxon kobuna hispidissimus', 'Arthraxon langsdorffii', 'Arthraxon langsdorffii centrasiaticus', 'Arthraxon langsdorffii cryptatherus', 'Arthraxon langsdorffii submuticus', 'Arthraxon lasiocoleos', 'Arthraxon lasiocoleus', 'Arthraxon major', 'Arthraxon mauritianus', 'Arthraxon micans', 'Arthraxon okamotoi', 'Arthraxon pallidus', 'Arthraxon pauciflorus', 'Arthraxon pauciflorus muticus', 'Arthraxon plumbeus', 'Arthraxon quartinianus', 'Arthraxon quartinianus caespitosus', 'Arthraxon quartinianus glabrescens', 'Arthraxon quartinianus monostachyus', 'Arthraxon quartinianus montanus', 'Arthraxon quartinianus tenellus', 'Arthraxon quartinianus vriesii', 'Arthraxon violaceus', 'Batratherum micans', 'Batratherum plumbeum', 'Chilochloa hispida', 'Digitaria hispida', 'Dimeria scrobiculata', 'Lasiolytrum hispidum', 'Leersia hispida', 'Lucaea gracilis', 'Lucaea major', 'Lucaea plumbea', 'Lucaea violacea', 'Lucaea vriesii', 'Phalaris hispida', 'Pleuroplitis caucasica', 'Pleuroplitis centrasiatica', 'Pleuroplitis langsdorffii', 'Pleuroplitis langsdorffii breviseta', 'Pleuroplitis langsdorffii caucasica', 'Pleuroplitis langsdorffii centrasiatica', 'Pleuroplitis langsdorffii chinensis', 'Pleuroplitis langsdorffii gracilis', 'Pleuroplitis langsdorffii japonica', 'Pleuroplitis langsdorffii submutica', 'Pleuroplitis major', 'Pleuroplitis plumbea', 'Pleuroplitis quartiniana', 'Pleuroplitis quartiniana caespitosa', 'Pleuroplitis quartiniana plumbea', 'Pleuroplitis quartiniana tenella', 'Pleuroplitis violacea', 'Pollinia ciliaris', 'Psilopogon schimperi', 'Sorghum ciliare', 'Spodiopogon ciliaris']	330157|Arthraxon hispidus
fabaceae/caes.	Dialium	dialium guianense	Dialium guianense	Dialium guianense	799964.0	['Arouna divaricata', 'Arouna guianensis', 'Aruna divaricata', 'Dialium acuminatum', 'Dialium divaricatum']	149689|Dialium guianense
vochysiaceae	Vochysia	vochysia megalophylla	Vochysia megalophylla	Vochysia megalophylla	6123623.0	[]	
fabaceae/caes.	Macrolobium	macrolobium costaricense	Macrolobium costaricense	Macrolobium costaricense	3917512.0	[]	2082047|Macrolobium costaricense
theaceae	Ternstroemia	ternstroemia multiovulata	Ternstroemia multiovulata	Ternstroemia multiovulata	6050836.0	[]	
quiinaceae	Quiina	quiina macrophylla	Quiina macrophylla	Quiina macrophylla	515134.0	['Quiina schippii', 'Quiina spruceana', 'Quiina ulei']	313271|Quiina macrophylla
dichapetalaceae	Stephanopodium	stephanopodium costaricense	Stephanopodium costaricense	Stephanopodium costaricense	6100131.0	[]	
poaceae	Arundinella	arundinella deppeana	Arundinella deppeana	Arundinella deppeana	670087.0	['Arundinella auletica', 'Arundinella latifolia', 'Arundinella phragmitoides', 'Arundinella robusta']	435776|Arundinella deppeana
connaraceae	Cnestidium	cnestidium rufescens	Cnestidium rufescens	Cnestidium rufescens	5748984.0	['Rourea hondurensis']	1504158|Cnestidium rufescens
melastomataceae	Bellucia	bellucia pentamera	Bellucia pentamera	Bellucia pentamera	25579.0	['Axinanthera bellucia', 'Axinanthera macrophylla', 'Bellucia aricuaizensium', 'Bellucia axinanthera', 'Bellucia costaricensis', 'Bellucia weberbaueri']	119876|Bellucia pentamera
bombacaceae	Pseudobombax	pseudobombax septenatum	Pseudobombax septenatum	Pseudobombax septenatum	651365.0	['Bombax balanoides', 'Bombax barrigon', 'Bombax carabobense', 'Bombax heptaphyllum', 'Bombax septenatum', 'Pachira barrigon']	681481|Pseudobombax septenatum
cyperaceae	Cyperus	cyperus ligularis	Cyperus ligularis	Cyperus ligularis	67631.0	['Cyperus callophorus', 'Cyperus coriaceus', 'Cyperus dissolutus', 'Cyperus glandulosus', 'Cyperus glaucoviridis', 'Cyperus ligularis spicatocapitatus', 'Cyperus punctatifolius', 'Cyperus rionensis', 'Cyperus sintenisii', 'Cyperus spicatocapitatus', 'Cyperus thyrsiflorus', 'Cyperus trigonus', 'Cyperus ubertus', 'Cyperus vulnerans', 'Mariscus coriaceus', 'Mariscus dissolutus', 'Mariscus glandulosus', 'Mariscus ligularis', 'Mariscus rufus']	1125410|Cyperus ligularis
turneraceae	Turnera	turnera angustifolia	Turnera angustifolia	Turnera angustifolia	5750278.0	[]	1908416|Turnera angustifolia
poaceae	Cymbopogon	cymbopogon citratus	Cymbopogon citratus	Cymbopogon citratus	990862.0	['Andropogon ceriferus', 'Andropogon citratus', 'Andropogon citriodorus', 'Andropogon fragrans', 'Andropogon nardus ceriferus', 'Andropogon roxburghii']	66014|Cymbopogon citratus
lamiaceae	Hyptis	hyptis suaveolens	Hyptis suaveolens	Mesosphaerum suaveolens	544483.0	['Ballota suaveolens', 'Bystropogon graveolens', 'Bystropogon suaveolens', 'Gnoteris villosa', 'Hyptis congesta', 'Hyptis ebracteata', 'Hyptis graveolens', 'Hyptis plumieri', 'Hyptis suaveolens', 'Hyptis suaveolens mollissima', 'Marrubium indicum', 'Schaueria graveolens']	204129|Mesosphaerum suaveolens
asclepiadaceae	Cryptostegia	cryptostegia madagascariensis	Cryptostegia madagascariensis	Cryptostegia madagascariensis	13701.0	[]	413276|Cryptostegia madagascariensis
lythraceae	Lawsonia	lawsonia inermis	Lawsonia inermis	Lawsonia inermis	996694.0	['Lawsonia alba', 'Lawsonia coccinea', 'Lawsonia falcifolia', 'Lawsonia inenmis', 'Lawsonia purpurea', 'Lawsonia spinosa', 'Rotantha combretoides']	141191|Lawsonia inermis
poaceae	Zoysia	zoysia matrella	Zoysia matrella	Zoysia matrella	205630.0	['Agrostis matrella', 'Matrella juncea', 'Milium maritimum', 'Milium matrella', 'Osterdamia matrella', 'Panicum bradypus', 'Panicum crinum-ursi', 'Zoysia matrella typica', 'Zoysia setacea']	38722|Zoysia matrella
cyperaceae	Scleria	scleria eggersiana	Scleria eggersiana	Scleria eggersiana	3957422.0	['Scleria grisebachii', 'Scleria microcarpa', 'Scleria microcarpa latifolia', 'Scleria mitis', 'Scleria mitis eggersiana']	1735494|Scleria eggersiana
poaceae	Echinochloa	echinochloa polystachya	Echinochloa polystachya	Echinochloa polystachya	3955621.0	['Echinochloa polystachya spectabilis', 'Echinochloa spectabilis', 'Echinochloa spectalibis', 'Eulalia spectabilis', 'Oplismenus polystachyus', 'Oplismenus spectabilis', 'Orthopogon hirsutus', 'Panicum bonplandianum', 'Panicum phyllanthum', 'Panicum polystachyum', 'Panicum spectabile', 'Pollinia spectabilis', 'Pseudechinolaena spectabilis']	
bignoniaceae	Crescentia	crescentia cujete	Crescentia cujete	Crescentia cujete	593986.0	['Crescentia acuminata', 'Crescentia angustifolia', 'Crescentia arborea', 'Crescentia cujete puberula', 'Crescentia cuneifolia', 'Crescentia fasciculata', 'Crescentia latifolia', 'Crescentia plectantha', 'Crescentia pumila', 'Crescentia spathulata']	1125401|Crescentia cujete
costaceae	Costus	costusciosus					
fabaceae/caes.	Delonix	delonix regia	Delonix regia	Delonix regia	348188.0	['Delonix regia flavida', 'Delonix regia genuina', 'Poinciana regia']	72433|Delonix regia
fabaceae/caes.	Caesalpinia	caesalpinia pulcherrima	Caesalpinia pulcherrima	Caesalpinia pulcherrima	434080.0	['Caesalpinia pulcherrima flava', 'Poinciana bijuga', 'Poinciana elata', 'Poinciana pucherrima', 'Poinciana pulcherrima']	53846|Caesalpinia pulcherrima
rubiaceae	Morinda	morinda citrifolia	Morinda citrifolia	Morinda citrifolia	559722.0	['Byrsophyllum ellipticum', 'Coffea elliptica', 'Morinda angustifolia', 'Morinda aspera', 'Morinda chachuca', 'Morinda citrifolia citrifolia', 'Morinda citrifolia potteri', 'Morinda coreia stenophylla', 'Morinda elliptica', 'Morinda ligulata', 'Morinda littoralis', 'Morinda macrophylla', 'Morinda mudia', 'Morinda multiflora', 'Morinda nodosa', 'Morinda pubescens stenophylla', 'Morinda quadrangularis', 'Morinda stenophylla', 'Morinda teysmanniana', 'Morinda tinctoria', 'Morinda tomentosa', 'Morinda zollingeriana', 'Platanocephalus orientalis', 'Samama citrifolia', 'Sarcocephalus leichhardtii', 'Stylocoryna elliptica']	43522|Morinda citrifolia
flacourtiaceae	Homalium	homalium racemosum	Homalium racemosum	Homalium racemosum	213629.0	['Homalium anzoateguiense', 'Homalium columbianum', 'Homalium eleutherostylum', 'Homalium eleuthrostylum', 'Homalium eurypetalum', 'Homalium hemistylum', 'Homalium hondurense', 'Homalium integrifolium', 'Homalium leiogynum', 'Homalium mituense', 'Homalium mollicellum', 'Homalium nicaraguense', 'Homalium obtusatum', 'Homalium pedicellatum', 'Homalium pittieri', 'Homalium pleiandrum', 'Homalium racemosa', 'Homalium racemosum barbellatum', 'Homalium racemosum barnellatum', 'Homalium riparium', 'Homalium schippii', 'Homalium senarium', 'Homalium stenosepalum', 'Homalium trichocladum', 'Homalium trichostemon']	179711|Homalium racemosum
fabaceae/caes.	Cynometra	cynometra hemitomophylla	Cynometra hemitomophylla	Cynometra hemitomophylla	3917092.0	['Copaifera hemitomophylla']	
fabaceae/pap.	Lonchocarpus	lonchocarpus heptaphyllus	Lonchocarpus heptaphyllus	Lonchocarpus heptaphyllus	922295.0	['Cytisus membranaceus', 'Dalbergia heptaphylla', 'Dalbergia pentaphylla', 'Lonchocarpus latifolius', 'Lonchocarpus pentaphyllus']	681455|Lonchocarpus heptaphyllus
clusiaceae	Tovomita	tovomita longifolia	Tovomita longifolia	Tovomita longifolia	176665.0	['Clusia longifolia', 'Clusia sp. JA 3715', 'Micranthera clusiifolia', 'Micranthera clusioides', 'Tovomita clusiifolia', 'Tovomita clusioides', 'Tovomita richardiana']	158962|Tovomita longifolia
clusiaceae	Marila	marila laxiflora	Marila laxiflora	Marila laxiflora	55192.0	['Marila verapazensis']	279240|Marila laxiflora
fabaceae/pap.	Desmodium	desmodium heterocarpon	Desmodium heterocarpon	Desmodium heterocarpon	1012187.0	['Desmodium angulatum', 'Desmodium birmanicum', 'Desmodium buergeri', 'Desmodium buergeri patulepilosum', 'Desmodium gyroides', 'Desmodium heterocarpon buergeri', 'Desmodium heterocarpon patulepilosum', 'Desmodium heterocarpum', 'Desmodium heterophyllum buergeri', 'Desmodium oblongum', 'Desmodium ovalifolium', 'Desmodium patens', 'Desmodium polycarpum', 'Desmodium reticulatum', 'Desmodium retusum', 'Desmodium siliquosum', 'Desmodium toppinii', 'Hedysarum heterocarpon', 'Hedysarum polycarpum', 'Hedysarum siliquosum', 'Meibomia reticulata']	499991|Desmodium heterocarpon
fabaceae/pap.	Canavalia	canavalia rosea	Canavalia rosea	Canavalia rosea	612435.0	['Canavaia lineata', 'Canavaia maritima', 'Canavali maritima', 'Canavalia apiculata', 'Canavalia arenicola', 'Canavalia baueriana', 'Canavalia emarginata', 'Canavalia lineata', 'Canavalia maritima', 'Canavalia miniata', 'Canavalia moneta', 'Canavalia obcordata', 'Canavalia obtusifolia', 'Canavalia obtusifolia emarginata', 'Canavalia obtusifolia insularis', 'Canavalia podocarpa', 'Clitoria rotundifolia', 'Dolichos emarginatus', 'Dolichos littoralis', 'Dolichos maritimus', 'Dolichos miniatus', 'Dolichos obcordatus', 'Dolichos obovatus', 'Dolichos obtusifolius', 'Dolichos roseus', 'Dolichos rotundifolius']	3825|Canavalia rosea
dracaenaceae	Sansevieria	sansevieria trifasciata	Sansevieria trifasciata	Sansevieria trifasciata	497827.0	['Sansevieria jacquinii', 'Sansevieria laurentii', 'Sansevieria trifasciata laurentii', 'Sansevieria zeylanica laurentii']	39534|Sansevieria trifasciata
fabaceae/mim.	Mimosa	mimosa debilis	Mimosa debilis	Mimosa debilis	819236.0	['Mimosa hostmannii', 'Mimosa notata']	367311|Mimosa debilis
fabaceae/pap.	Aeschynomene	aeschynomene americana	Aeschynomene americana	Aeschynomene americana	562868.0	['Aeschynomene americana depila', 'Aeschynomene glandulosa', 'Aeschynomene guayaquilensis', 'Aeschynomene javanica luxurians', 'Aeschynomene mexicana', 'Aeschynomene mimosula', 'Aeschynomene mimulosa', 'Aeschynomene tricholoma', 'Hippocrepis mimosula', 'Hippocrepis mimulosa']	134032|Aeschynomene americana
fabaceae/pap.	Centrosema	centrosema plumieri	Centrosema plumieri	Centrosema plumieri	3922077.0	['Bradburya plumieri', 'Centrosema plumeri', 'Centrosema plumiere', 'Clitoria plumieri', 'Cruminium giganteum']	630757|Centrosema plumieri
pontederiaceae	Eichhornia	eichhornia crassipes	Eichhornia crassipes	Eichhornia crassipes	149965.0	['Eichhornia cordifolia', 'Eichhornia crassicaulis', 'Eichhornia speciosa', 'Heteranthera formosa', 'Piaropus crassipes', 'Piaropus mesomelas', 'Pontederia crassicaulis', 'Pontederia crassipes', 'Pontederia elongata']	44947|Eichhornia crassipes
polygonaceae	Polygonum	polygonum hispidum	Polygonum hispidum	Persicaria pubescens	775329.0	['Persicaria donii', 'Persicaria flaccida', 'Persicaria hydropiper eglandulosa', 'Persicaria hydropiper flaccida', 'Persicaria hydropiper glandulosissima', 'Persicaria hydropiper oryzetum', 'Persicaria maculosa pubescens', 'Persicaria roettleri', 'Polygonum babingtonii', 'Polygonum barbatum', 'Polygonum biscatilium', 'Polygonum bisculatium', 'Polygonum donii', 'Polygonum flaccidum', 'Polygonum flaccidum hispidum', 'Polygonum hamiltonii', 'Polygonum hispidum', 'Polygonum hydropiper acuminatum', 'Polygonum hydropiper flaccidum', 'Polygonum hydropiper glandulosissima', 'Polygonum hydropiper hispidum', 'Polygonum oryzetorum', 'Polygonum posumbu', 'Polygonum pubescens', 'Polygonum rivulare', 'Polygonum roettleri', 'Polygonum spirale', 'Polygonum tenellum']	488007|Persicaria pubescens
solanaceae	Solanum	solanum valerianum	Solanum valerianum	Solanum valerianum	3870020.0	[]	
boraginaceae	Ehretia	ehretia latifolia	Ehretia latifolia	Ehretia latifolia	268952.0	['Ehretia austin-smithii', 'Ehretia cordifolia', 'Ehretia luxiana', 'Ehretia mexicana', 'Ehretia tehuacana', 'Ehretia viscosa']	163082|Ehretia latifolia
solanaceae	Solanum	solanum roblense	Solanum roblense	Solanum roblense	3869913.0	[]	
acanthaceae	Ruellia	ruellia macrantha	Ruellia macrantha	Ruellia macrantha	680286.0	['Dipteracanthus macranthus', 'Dipteracanthus speciosus', 'Ruellia magnifica', 'Ruellia speciosa']	440987|Ruellia macrantha
begoniaceae	Begonia	begonia involucrata	Begonia involucrata	Begonia involucrata	1014914.0	['Begonia broussonetiifolia', 'Begonia involucrata purpurascens', 'Begonia laciniosa', 'Begonia metachroa', 'Gireoudia involucrata', 'Gireoudia laciniata']	200013|Begonia involucrata
fagaceae	Quercus	quercus seemannii	Quercus seemannii	Quercus seemannii	7056100.0	['Quercus boquetensis', 'Quercus borucasana', 'Quercus citrifolia', 'Quercus eugeniifolia', 'Quercus eugeniifolia petiolata', 'Quercus flagellifera', 'Quercus granulata', 'Quercus petiolata', 'Quercus pittieri', 'Quercus salicifolia seemannii']	2033710|Quercus seemannii
vitaceae	Cissus	cissus trianae	Cissus trianae	Cissus trianae	665801.0	['Cissus martinianus', 'Cissus trianae martiniana']	1148083|Cissus trianae
asteraceae	Ageratina	ageratina ixiocladon	Ageratina ixiocladon	Ageratina ixiocladon	7602582.0	['Eupatorium ixiocladon']	
rubiaceae	Joosia	joosia umbellifera	Joosia umbellifera	Joosia umbellifera	643453.0	['Joosia umbellifera macarenensis', 'Macrocnemum polyphlebium']	273802|Joosia umbellifera
rubiaceae	Psychotria	psychotria eurycarpa	Psychotria eurycarpa	Palicourea eurycarpa	3875622.0	['Psychotria eurycarpa', 'Rudgea simiarum']	
poaceae	Hymenachne	hymenachne amplexicaulis	Hymenachne amplexicaulis	Hymenachne amplexicaulis	729429.0	['Agrostis monostachya', 'Hymenachne acutigluma', 'Hymenachne calamitosa', 'Hymenachne gouinii', 'Hymenachne pseudointerrupta', 'Panicum acuminatum', 'Panicum acutiglume', 'Panicum acutiglumum', 'Panicum amplexicaule', 'Panicum amplexicaule deflexum', 'Panicum amplexicaule erectum', 'Panicum amplexifolium', 'Panicum auritum', 'Panicum caudatum', 'Panicum grisebachianum', 'Panicum hasskarlii', 'Panicum hymenachne', 'Panicum myurum', 'Panicum perdensum', 'Sporobolus villosus']	416045|Hymenachne amplexicaulis
asteraceae	Senecio	senecio grandifolius	Senecio grandifolius	Telanthophora grandifolia	605853.0	['Senecio arborescens', 'Senecio chicharrensis', 'Senecio copeyensis', 'Senecio ghiesbreghtii', 'Senecio ghiesbreghtii ghiesbreghtii', 'Senecio grandifolius', 'Senecio grandifolius grandifolius', 'Senecio serraquitchensis', 'Telanthophora arborescens', 'Telanthophora chicharrensis', 'Telanthophora copeyensis', 'Telanthophora grandifolia serraquitchensis', 'Telanthophora serraquitchensis']	422363|Telanthophora grandifolia
asteraceae	Archibaccharis	archibaccharis schiedeana	Archibaccharis schiedeana	Archibaccharis schiedeana	303436.0	['Archibaccharis torquis', 'Baccharis elegans', 'Baccharis elegans elegans', 'Baccharis elegans seemannii', 'Baccharis scandens', 'Baccharis schiedeana', 'Baccharis thomasii', 'Hemibaccharis torquis', 'Neomolina elegans']	381975|Archibaccharis schiedeana
solanaceae	Solanum	solanum acerifolium	Solanum acerifolium	Solanum acerifolium	835021.0	['Solanum acerosum', 'Solanum arcuatum', 'Solanum hastatum', 'Solanum luteo-virescens', 'Solanum quinquangulare']	238980|Solanum acerifolium
lauraceae	Persea	persea schiedeana	Persea schiedeana	Persea schiedeana	194867.0	['Persea gratissima schiedeana', 'Persea pittieri']	590026|Persea schiedeana
asteraceae	Ageratina	ageratina ligustrina	Ageratina ligustrina	Ageratina ligustrina	7051504.0	['Ageratina caecilia', 'Ageratina plethadenia', 'Ageratum glaucum', 'Eupatorium biceps', 'Eupatorium erythropappum', 'Eupatorium glabellum', 'Eupatorium ligustaefolium', 'Eupatorium ligustrinum', 'Eupatorium ligustrinum ligustrinum', 'Eupatorium ligustrinum typicum', 'Eupatorium ligustrinum weinmannianum', 'Eupatorium micranthum', 'Eupatorium myriadenium', 'Eupatorium odoratissimum', 'Eupatorium plethadenium', 'Eupatorium popocatapetlense', 'Eupatorium semialatum', 'Eupatorium weinmannianum']	1887443|Ageratina ligustrina
clethraceae	Clethra	clethra lanata	Clethra lanata	Clethra mexicana	300595.0	['Clethra augustinensis', 'Clethra bimatris', 'Clethra broadwayana', 'Clethra confertifolia', 'Clethra costaricensis', 'Clethra integerrima', 'Clethra integrifolia', 'Clethra integrifolia publ', 'Clethra kenoyeri', 'Clethra lanata', 'Clethra michoacana', 'Clethra nicaraguensis', 'Clethra ovalifolia', 'Clethra ovalifolia publ', 'Clethra panamensis', 'Clethra quercifolia', 'Clethra salvadorensis', 'Clethra smithii', 'Kowalewskia integerrima']	168116|Clethra mexicana
oxalidaceae	Oxalis	oxalisralis	Oxalistylis	Phyllanthus	452944.0	['Aalius', 'Agyneia', 'Anisonema', 'Aporosella', 'Arachnodes', 'Ardinghalia', 'Asterandra', 'Bradleia', 'Bradleja', 'Breyniopsis', 'Cathetus', 'Ceramanthus', 'Ceratogynum', 'Chlorolepis', 'Chorisandra', 'Chorizonema', 'Cicca', 'Clambus', 'Coccoglochidion', 'Conami', 'Cycca', 'Dendrophyllanthus', 'Diasperus', 'Dichelactina', 'Dicholactina', 'Dichrophyllum', 'Dimorphocladium', 'Diplomorpha', 'Emblica', 'Episteira', 'Epistylium', 'Eriococcus', 'Flueggeopsis', 'Fluggeopsis', 'Foersteria', 'Forsteria', 'Geminaria', 'Genesiphyla', 'Genesiphylla', 'Glochidionopsis', 'Glochisandra', 'Gynoon', 'Hemicicca', 'Hemiglochidion', 'Heterocalymnantha', 'Hexadena', 'Hexaspermum', 'Ibina', 'Kirganelia', 'Leichhardtia', 'Lobocarpus', 'Lomanthes', 'Maborea', 'Macraea', 'Maschalanthus', 'Meborea', 'Melanthesa', 'Melanthesopsis', 'Menarda', 'Mirobalanus', 'Moeroris', 'Nellica', 'Niruri', 'Niruris', 'Nymania', 'Nymphanthus', 'Orbicularia', 'Oxalistylis', 'Phyllanthodendron', 'Pseudoglochidion', 'Ramsdenia', 'Redia', 'Reidia', 'Reverchonia', 'Rhopium', 'Roigia', 'Sauropus', 'Scepasma', 'Staurothylax', 'Staurothyrax', 'Synastemon', 'Synexemia', 'Tephranthus', 'Tetraglochidion', 'Tricarium', 'Uranthera', 'Urinaria', 'Williamia', 'Xylophylia', 'Xylophylla', 'Zarcoa']	58880|Phyllanthus
asteraceae	Dahlia	dahlia imperialis	Dahlia imperialis	Dahlia imperialis	742905.0	['Dahlia dumicola', 'Dahlia lehmannii', 'Dahlia lehmannii leucantha', 'Dahlia maximiliana', 'Dahlia maxonii']	101595|Dahlia imperialis
boraginaceae	Tournefortia	tournefortia hirsutissima	Tournefortia hirsutissima	Tournefortia hirsutissima	579114.0	['Heliotropium sarmentosum', 'Tournefortia acclinis', 'Tournefortia angustiflora', 'Tournefortia frangulifolia', 'Tournefortia glabrifolia', 'Tournefortia hirsuta', 'Tournefortia horsfieldii', 'Tournefortia macrophylla', 'Tournefortia orientalis', 'Tournefortia sarmentosa', 'Tournefortia sarmentosa magnifolia', 'Tournefortia urvilleana']	168368|Tournefortia hirsutissima
solanaceae	Solanum	solanum schlechtendalianum	Solanum schlechtendalianum	Solanum schlechtendalianum	4054.0	['Capparis hypoleuca', 'Solanum edwardi', 'Solanum fragile', 'Solanum geminiflorum', 'Solanum geminifolium', 'Solanum geminifolium Schltdl. & Cham., nom. illeg.', 'Solanum gentlei', 'Solanum lasiantherum', 'Solanum riedlei', 'Solanum salviifolium']	205581|Solanum schlechtendalianum
rubiaceae	Borreria	borreria assurgens	Borreria assurgens	Spermacoce assurgens	877655.0	['Bigelovia rubescens', 'Borreria assurgens', 'Borreria laevis', 'Diodia assurgens', 'Spermacoce ilheotica', 'Spermacoce rubescens', 'Spermacoce spiralis', 'Spermacoce suffrutescens']	35917|Spermacoce assurgens
euphorbiaceae	Acalypha	acalypha arvensis	Acalypha arvensis	Acalypha aristata	3910407.0	['Acalypha arvensis', 'Acalypha arvensis belangeri', 'Acalypha arvensis genuina', 'Acalypha arvensis pavoniana', 'Acalypha capitellata', 'Acalypha hystrix', 'Acalypha pavoniana', 'Ricinocarpus aristatus', 'Ricinocarpus arvensis']	
capparidaceae	Steriphoma	steriphoma paradoxum	Steriphoma paradoxum	Steriphoma paradoxum	684769.0	[]	202643|Steriphoma paradoxum
fabaceae/pap.	Indigofera	indigofera hirsuta	Indigofera hirsuta	Indigofera hirsuta	1011944.0	['Anila hirsuta', 'Indigofera ferruginea', 'Indigofera fusca', 'Indigofera hirta', 'Indigofera indica']	539088|Indigofera hirsuta
